gene,logP
ENSG00000267994,NA
ENSG00000267995,NA
ENSG00000267996,NA
ENSG00000267997,NA
ENSG00000267999,NA
ENSG00000268000,NA
ENSG00000268001,-0.1
ENSG00000268002,NA
ENSG00000268004,NA
ENSG00000268005,NA
ENSG00000268006,-0.2
ENSG00000268008,NA
ENSG00000268009,NA
ENSG00000268010,NA
ENSG00000268011,NA
ENSG00000268012,NA
ENSG00000268013,NA
ENSG00000268014,NA
ENSG00000268015,0.2
ENSG00000268016,NA
ENSG00000268017,NA
ENSG00000268018,NA
ENSG00000268019,NA
ENSG00000268020,NA
ENSG00000268021,NA
ENSG00000268022,NA
ENSG00000268023,NA
ENSG00000268024,NA
ENSG00000268025,NA
ENSG00000268027,NA
ENSG00000268028,NA
ENSG00000268029,NA
ENSG00000268030,0
ENSG00000268031,NA
ENSG00000268032,-0.5
ENSG00000268033,NA
ENSG00000268034,1.4
ENSG00000268035,NA
ENSG00000268036,NA
ENSG00000268037,NA
ENSG00000268038,NA
ENSG00000268040,0.5
ENSG00000268041,0.3
ENSG00000268042,NA
ENSG00000268043,NA
ENSG00000268045,NA
ENSG00000268046,NA
ENSG00000268047,0
ENSG00000268048,NA
ENSG00000268049,0.2
ENSG00000268050,NA
ENSG00000268051,-0.1
ENSG00000268053,0.1
ENSG00000268054,NA
ENSG00000268055,NA
ENSG00000268056,0.1
ENSG00000268057,NA
ENSG00000268058,0
ENSG00000268059,0.1
ENSG00000268060,NA
ENSG00000268061,-0.5
ENSG00000268062,NA
ENSG00000268063,NA
ENSG00000268064,NA
ENSG00000268065,NA
ENSG00000268066,-0.5
ENSG00000268067,NA
ENSG00000268069,0
ENSG00000268070,-0.3
ENSG00000268071,NA
ENSG00000268073,NA
ENSG00000268074,NA
ENSG00000268076,-0.1
ENSG00000268077,NA
ENSG00000268078,NA
ENSG00000268079,NA
ENSG00000268080,-0.1
ENSG00000268081,-0.2
ENSG00000268082,NA
ENSG00000268083,NA
ENSG00000268084,NA
ENSG00000268085,NA
ENSG00000268086,NA
ENSG00000268087,0
ENSG00000268088,NA
ENSG00000268089,NA
ENSG00000268090,NA
ENSG00000268091,0
ENSG00000268092,NA
ENSG00000268093,0.3
ENSG00000268094,NA
ENSG00000268095,0
ENSG00000268096,NA
ENSG00000268097,NA
ENSG00000268098,0
ENSG00000268099,NA
ENSG00000268100,NA
ENSG00000268101,NA
ENSG00000268102,NA
ENSG00000268103,NA
ENSG00000268104,NA
ENSG00000268105,-0.1
ENSG00000268106,NA
ENSG00000268107,NA
ENSG00000268108,-0.1
ENSG00000268109,NA
ENSG00000268110,NA
ENSG00000268111,NA
ENSG00000268112,NA
ENSG00000268113,NA
ENSG00000268114,NA
ENSG00000268115,NA
ENSG00000268116,NA
ENSG00000268117,0.1
ENSG00000268118,NA
ENSG00000268119,0.3
ENSG00000268120,NA
ENSG00000268122,NA
ENSG00000268123,NA
ENSG00000268124,NA
ENSG00000268126,-0.1
ENSG00000268127,NA
ENSG00000268128,NA
ENSG00000268129,-0.1
ENSG00000268130,NA
ENSG00000268131,NA
ENSG00000268132,NA
ENSG00000268133,NA
ENSG00000268134,NA
ENSG00000268135,NA
ENSG00000268136,NA
ENSG00000268137,NA
ENSG00000268138,NA
ENSG00000268139,NA
ENSG00000268140,-0.1
ENSG00000268141,NA
ENSG00000268142,NA
ENSG00000268143,NA
ENSG00000268144,NA
ENSG00000268145,NA
ENSG00000268146,NA
ENSG00000268148,NA
ENSG00000268149,NA
ENSG00000268150,NA
ENSG00000268151,NA
ENSG00000268152,NA
ENSG00000268153,0.1
ENSG00000268154,NA
ENSG00000268155,NA
ENSG00000268156,-0.5
ENSG00000268157,-0.6
ENSG00000268158,NA
ENSG00000268159,NA
ENSG00000268160,NA
ENSG00000268161,NA
ENSG00000268162,NA
ENSG00000268163,0
ENSG00000268164,0.2
ENSG00000268166,-1.6
ENSG00000268168,NA
ENSG00000268169,NA
ENSG00000268170,NA
ENSG00000268171,-0.3
ENSG00000268172,1
ENSG00000268173,-0.1
ENSG00000268174,0
ENSG00000268175,-1.6
ENSG00000268176,NA
ENSG00000268179,-0.1
ENSG00000268180,NA
ENSG00000268181,NA
ENSG00000268182,0
ENSG00000268183,NA
ENSG00000268184,NA
ENSG00000268185,NA
ENSG00000268186,0
ENSG00000268187,NA
ENSG00000268188,NA
ENSG00000268189,0.8
ENSG00000268190,NA
ENSG00000268191,NA
ENSG00000268192,NA
ENSG00000268193,NA
ENSG00000268194,NA
ENSG00000268195,NA
ENSG00000268196,NA
ENSG00000268197,NA
ENSG00000268198,NA
ENSG00000268199,0.3
ENSG00000268200,NA
ENSG00000268201,-0.3
ENSG00000268203,NA
ENSG00000268204,0
ENSG00000268205,0.2
ENSG00000268206,NA
ENSG00000268208,-0.1
ENSG00000268209,NA
ENSG00000268210,NA
ENSG00000268211,-0.7
ENSG00000268212,NA
ENSG00000268213,NA
ENSG00000268214,NA
ENSG00000268217,NA
ENSG00000268218,-0.1
ENSG00000268220,NA
ENSG00000268221,NA
ENSG00000268222,0
ENSG00000268223,0.1
ENSG00000268224,NA
ENSG00000268225,-0.3
ENSG00000268226,NA
ENSG00000268227,NA
ENSG00000268229,NA
ENSG00000268230,0.1
ENSG00000268231,NA
ENSG00000268233,NA
ENSG00000268234,-0.1
ENSG00000268235,NA
ENSG00000268236,NA
ENSG00000268237,NA
ENSG00000268238,NA
ENSG00000268239,NA
ENSG00000268240,-0.1
ENSG00000268241,NA
ENSG00000268242,NA
ENSG00000268243,NA
ENSG00000268244,NA
ENSG00000268245,NA
ENSG00000268246,NA
ENSG00000268247,NA
ENSG00000268248,NA
ENSG00000268249,NA
ENSG00000268250,NA
ENSG00000268251,NA
ENSG00000268253,NA
ENSG00000268254,NA
ENSG00000268256,NA
ENSG00000268257,NA
ENSG00000268258,NA
ENSG00000268259,NA
ENSG00000268260,NA
ENSG00000268261,NA
ENSG00000268262,-0.1
ENSG00000268263,NA
ENSG00000268264,NA
ENSG00000268265,-0.3
ENSG00000268266,-0.1
ENSG00000268267,NA
ENSG00000268269,NA
ENSG00000268270,NA
ENSG00000268272,-0.1
ENSG00000268273,NA
ENSG00000268274,NA
ENSG00000268275,NA
ENSG00000268276,0.1
ENSG00000268278,-0.1
ENSG00000268279,0
ENSG00000268280,NA
ENSG00000268281,NA
ENSG00000268282,0.6
ENSG00000268283,NA
ENSG00000268284,NA
ENSG00000268287,-0.1
ENSG00000268288,-0.2
ENSG00000268289,NA
ENSG00000268290,NA
ENSG00000268291,NA
ENSG00000268292,NA
ENSG00000268293,NA
ENSG00000268294,NA
ENSG00000268295,NA
ENSG00000268296,NA
ENSG00000268297,NA
ENSG00000268299,NA
ENSG00000268300,NA
ENSG00000268301,-0.2
ENSG00000268302,NA
ENSG00000268304,NA
ENSG00000268305,NA
ENSG00000268306,NA
ENSG00000268307,0.1
ENSG00000268309,NA
ENSG00000268310,NA
ENSG00000268312,NA
ENSG00000268313,NA
ENSG00000268314,NA
ENSG00000268315,NA
ENSG00000268316,NA
ENSG00000268317,NA
ENSG00000268318,NA
ENSG00000268319,NA
ENSG00000268320,NA
ENSG00000268322,-0.1
ENSG00000268323,NA
ENSG00000268324,0
ENSG00000268325,NA
ENSG00000268326,NA
ENSG00000268327,-0.1
ENSG00000268328,-0.1
ENSG00000268329,NA
ENSG00000268330,NA
ENSG00000268331,NA
ENSG00000268332,NA
ENSG00000268333,-0.2
ENSG00000268335,NA
ENSG00000268336,NA
ENSG00000268337,NA
ENSG00000268340,0.4
ENSG00000268341,NA
ENSG00000268342,-0.1
ENSG00000268343,0.1
ENSG00000268344,NA
ENSG00000268345,NA
ENSG00000268346,NA
ENSG00000268347,NA
ENSG00000268349,NA
ENSG00000268350,NA
ENSG00000268351,NA
ENSG00000268352,NA
ENSG00000268353,NA
ENSG00000268355,0.3
ENSG00000268356,NA
ENSG00000268357,-0.1
ENSG00000268358,-0.1
ENSG00000268359,NA
ENSG00000268361,NA
ENSG00000268362,-0.1
ENSG00000268363,NA
ENSG00000268364,0
ENSG00000268365,0.1
ENSG00000268366,0
ENSG00000268367,NA
ENSG00000268368,NA
ENSG00000268369,NA
ENSG00000268370,NA
ENSG00000268372,NA
ENSG00000268374,NA
ENSG00000268375,NA
ENSG00000268376,NA
ENSG00000268377,NA
ENSG00000268378,NA
ENSG00000268379,-0.3
ENSG00000268381,NA
ENSG00000268382,NA
ENSG00000268384,NA
ENSG00000268385,NA
ENSG00000268386,NA
ENSG00000268387,NA
ENSG00000268388,-0.8
ENSG00000268389,NA
ENSG00000268390,NA
ENSG00000268391,0.1
ENSG00000268392,-0.1
ENSG00000268393,NA
ENSG00000268394,NA
ENSG00000268396,NA
ENSG00000268397,NA
ENSG00000268398,NA
ENSG00000268399,NA
ENSG00000268400,-0.1
ENSG00000268401,-0.4
ENSG00000268402,-1.4
ENSG00000268403,-0.4
ENSG00000268405,NA
ENSG00000268406,NA
ENSG00000268407,NA
ENSG00000268409,NA
ENSG00000268412,0
ENSG00000268413,NA
ENSG00000268415,NA
ENSG00000268416,NA
ENSG00000268417,NA
ENSG00000268418,NA
ENSG00000268419,NA
ENSG00000268420,NA
ENSG00000268421,NA
ENSG00000268422,NA
ENSG00000268423,0.1
ENSG00000268424,NA
ENSG00000268425,NA
ENSG00000268426,NA
ENSG00000268427,NA
ENSG00000268428,NA
ENSG00000268429,NA
ENSG00000268430,NA
ENSG00000268431,NA
ENSG00000268432,NA
ENSG00000268433,NA
ENSG00000268434,NA
ENSG00000268435,NA
ENSG00000268437,NA
ENSG00000268438,-0.1
ENSG00000268439,NA
ENSG00000268440,NA
ENSG00000268442,-0.1
ENSG00000268443,NA
ENSG00000268444,NA
ENSG00000268447,NA
ENSG00000268448,NA
ENSG00000268449,NA
ENSG00000268450,NA
ENSG00000268451,NA
ENSG00000268454,NA
ENSG00000268455,NA
ENSG00000268456,NA
ENSG00000268457,0
ENSG00000268458,-0.1
ENSG00000268459,NA
ENSG00000268460,0
ENSG00000268461,-0.1
ENSG00000268462,NA
ENSG00000268465,NA
ENSG00000268466,0
ENSG00000268467,NA
ENSG00000268469,0.1
ENSG00000268470,NA
ENSG00000268471,-0.6
ENSG00000268472,-0.1
ENSG00000268473,-0.2
ENSG00000268475,NA
ENSG00000268476,NA
ENSG00000268479,NA
ENSG00000268480,NA
ENSG00000268481,NA
ENSG00000268482,NA
ENSG00000268483,0.1
ENSG00000268484,0.1
ENSG00000268485,NA
ENSG00000268486,NA
ENSG00000268487,NA
ENSG00000268488,NA
ENSG00000268489,NA
ENSG00000268490,NA
ENSG00000268491,NA
ENSG00000268494,NA
ENSG00000268496,0.1
ENSG00000268497,NA
ENSG00000268498,NA
ENSG00000268499,-0.1
ENSG00000268500,NA
ENSG00000268501,NA
ENSG00000268502,NA
ENSG00000268503,-0.2
ENSG00000268504,NA
ENSG00000268505,0
ENSG00000268506,NA
ENSG00000268507,NA
ENSG00000268509,NA
ENSG00000268510,NA
ENSG00000268511,NA
ENSG00000268512,NA
ENSG00000268513,NA
ENSG00000268514,NA
ENSG00000268515,NA
ENSG00000268516,-1
ENSG00000268518,0.2
ENSG00000268519,NA
ENSG00000268520,-0.1
ENSG00000268521,0
ENSG00000268522,NA
ENSG00000268523,NA
ENSG00000268524,NA
ENSG00000268525,NA
ENSG00000268526,NA
ENSG00000268529,-0.3
ENSG00000268530,NA
ENSG00000268531,0.1
ENSG00000268532,0
ENSG00000268533,0.1
ENSG00000268534,NA
ENSG00000268535,-0.1
ENSG00000268536,-0.4
ENSG00000268537,0.4
ENSG00000268538,-0.7
ENSG00000268539,NA
ENSG00000268541,NA
ENSG00000268542,NA
ENSG00000268543,0.3
ENSG00000268544,0.3
ENSG00000268545,-0.1
ENSG00000268546,NA
ENSG00000268547,NA
ENSG00000268548,NA
ENSG00000268549,-0.2
ENSG00000268550,-0.2
ENSG00000268551,NA
ENSG00000268552,NA
ENSG00000268553,-0.1
ENSG00000268554,-0.3
ENSG00000268555,0.1
ENSG00000268556,0
ENSG00000268557,NA
ENSG00000268558,NA
ENSG00000268559,NA
ENSG00000268560,-0.1
ENSG00000268561,NA
ENSG00000268563,NA
ENSG00000268564,0.4
ENSG00000268565,NA
ENSG00000268566,NA
ENSG00000268568,1.5
ENSG00000268569,NA
ENSG00000268570,NA
ENSG00000268571,NA
ENSG00000268572,NA
ENSG00000268573,0
ENSG00000268574,NA
ENSG00000268575,-0.2
ENSG00000268576,NA
ENSG00000268577,NA
ENSG00000268578,0.1
ENSG00000268579,NA
ENSG00000268580,NA
ENSG00000268581,NA
ENSG00000268582,NA
ENSG00000268583,-0.2
ENSG00000268584,-0.7
ENSG00000268585,NA
ENSG00000268586,NA
ENSG00000268587,NA
ENSG00000268589,NA
ENSG00000268590,NA
ENSG00000268591,NA
ENSG00000268592,0
ENSG00000268593,0.1
ENSG00000268594,NA
ENSG00000268595,NA
ENSG00000268596,NA
ENSG00000268597,NA
ENSG00000268598,-0.1
ENSG00000268599,NA
ENSG00000268600,NA
ENSG00000268601,0.6
ENSG00000268602,NA
ENSG00000268603,-0.1
ENSG00000268604,NA
ENSG00000268605,NA
ENSG00000268606,NA
ENSG00000268607,NA
ENSG00000268608,NA
ENSG00000268609,NA
ENSG00000268610,NA
ENSG00000268611,NA
ENSG00000268612,NA
ENSG00000268613,-0.1
ENSG00000268614,NA
ENSG00000268615,-0.8
ENSG00000268618,NA
ENSG00000268619,NA
ENSG00000268620,NA
ENSG00000268621,0.1
ENSG00000268623,NA
ENSG00000268624,NA
ENSG00000268625,NA
ENSG00000268626,NA
ENSG00000268628,0.1
ENSG00000268629,NA
ENSG00000268630,NA
ENSG00000268632,0.3
ENSG00000268633,NA
ENSG00000268634,NA
ENSG00000268635,0.1
ENSG00000268636,NA
ENSG00000268637,NA
ENSG00000268638,NA
ENSG00000268640,NA
ENSG00000268641,NA
ENSG00000268642,NA
ENSG00000268643,NA
ENSG00000268644,NA
ENSG00000268645,NA
ENSG00000268646,NA
ENSG00000268648,NA
ENSG00000268649,-0.1
ENSG00000268650,-0.9
ENSG00000268651,NA
ENSG00000268652,NA
ENSG00000268654,0.1
ENSG00000268655,-0.2
ENSG00000268656,-0.1
ENSG00000268657,NA
ENSG00000268658,-1.2
ENSG00000268659,NA
ENSG00000268660,-0.5
ENSG00000268661,NA
ENSG00000268662,NA
ENSG00000268663,NA
ENSG00000268664,NA
ENSG00000268666,NA
ENSG00000268667,NA
ENSG00000268668,NA
ENSG00000268669,NA
ENSG00000268670,0.4
ENSG00000268671,NA
ENSG00000268673,NA
ENSG00000268674,0.1
ENSG00000268675,NA
ENSG00000268676,NA
ENSG00000268677,NA
ENSG00000268678,0.6
ENSG00000268679,NA
ENSG00000268681,NA
ENSG00000268682,NA
ENSG00000268683,-0.1
ENSG00000268684,NA
ENSG00000268685,NA
ENSG00000268686,0.1
ENSG00000268688,-0.1
ENSG00000268690,NA
ENSG00000268691,NA
ENSG00000268692,NA
ENSG00000268693,NA
ENSG00000268694,NA
ENSG00000268695,NA
ENSG00000268696,NA
ENSG00000268699,NA
ENSG00000268700,NA
ENSG00000268702,NA
ENSG00000268703,NA
ENSG00000268705,-0.2
ENSG00000268706,NA
ENSG00000268707,-0.8
ENSG00000268708,NA
ENSG00000268709,NA
ENSG00000268711,NA
ENSG00000268712,NA
ENSG00000268713,0
ENSG00000268714,NA
ENSG00000268715,NA
ENSG00000268716,NA
ENSG00000268717,NA
ENSG00000268718,NA
ENSG00000268719,NA
ENSG00000268721,NA
ENSG00000268722,NA
ENSG00000268723,0.4
ENSG00000268726,NA
ENSG00000268727,NA
ENSG00000268728,NA
ENSG00000268729,NA
ENSG00000268730,NA
ENSG00000268731,0.1
ENSG00000268733,NA
ENSG00000268734,NA
ENSG00000268735,0
ENSG00000268736,0.3
ENSG00000268737,NA
ENSG00000268738,NA
ENSG00000268739,NA
ENSG00000268740,NA
ENSG00000268741,NA
ENSG00000268742,NA
ENSG00000268743,0
ENSG00000268744,-0.2
ENSG00000268745,NA
ENSG00000268746,0
ENSG00000268747,-0.1
ENSG00000268748,NA
ENSG00000268749,NA
ENSG00000268750,NA
ENSG00000268751,-0.2
ENSG00000268753,NA
ENSG00000268754,-0.5
ENSG00000268755,NA
ENSG00000268756,-0.1
ENSG00000268757,NA
ENSG00000268758,NA
ENSG00000268759,0.2
ENSG00000268760,NA
ENSG00000268762,NA
ENSG00000268763,NA
ENSG00000268764,NA
ENSG00000268765,NA
ENSG00000268766,NA
ENSG00000268767,NA
ENSG00000268768,NA
ENSG00000268770,NA
ENSG00000268771,NA
ENSG00000268774,NA
ENSG00000268775,NA
ENSG00000268776,NA
ENSG00000268777,NA
ENSG00000268779,NA
ENSG00000268780,NA
ENSG00000268781,NA
ENSG00000268784,NA
ENSG00000268785,NA
ENSG00000268786,NA
ENSG00000268787,NA
ENSG00000268788,NA
ENSG00000268789,NA
ENSG00000268790,NA
ENSG00000268791,NA
ENSG00000268792,NA
ENSG00000268793,NA
ENSG00000268794,NA
ENSG00000268795,NA
ENSG00000268796,NA
ENSG00000268797,NA
ENSG00000268798,-0.6
ENSG00000268799,0.3
ENSG00000268800,NA
ENSG00000268802,NA
ENSG00000268803,NA
ENSG00000268804,NA
ENSG00000268805,0.3
ENSG00000268806,NA
ENSG00000268807,NA
ENSG00000268808,NA
ENSG00000268809,NA
ENSG00000268810,NA
ENSG00000268811,NA
ENSG00000268812,-2.4
ENSG00000268815,NA
ENSG00000268816,0.4
ENSG00000268817,NA
ENSG00000268818,NA
ENSG00000268819,0
ENSG00000268820,NA
ENSG00000268821,0
ENSG00000268822,NA
ENSG00000268823,NA
ENSG00000268824,NA
ENSG00000268825,NA
ENSG00000268826,NA
ENSG00000268827,NA
ENSG00000268828,NA
ENSG00000268829,NA
ENSG00000268830,NA
ENSG00000268832,NA
ENSG00000268833,NA
ENSG00000268834,NA
ENSG00000268836,-0.1
ENSG00000268837,NA
ENSG00000268838,0
ENSG00000268839,NA
ENSG00000268840,NA
ENSG00000268842,-0.7
ENSG00000268843,NA
ENSG00000268845,NA
ENSG00000268846,NA
ENSG00000268847,NA
ENSG00000268848,NA
ENSG00000268849,NA
ENSG00000268850,NA
ENSG00000268851,0
ENSG00000268852,0.3
ENSG00000268853,NA
ENSG00000268854,NA
ENSG00000268855,NA
ENSG00000268856,0.1
ENSG00000268857,NA
ENSG00000268858,NA
ENSG00000268861,NA
ENSG00000268862,NA
ENSG00000268863,NA
ENSG00000268864,NA
ENSG00000268865,0.9
ENSG00000268866,0
ENSG00000268867,NA
ENSG00000268868,NA
ENSG00000268869,0.5
ENSG00000268870,NA
ENSG00000268871,NA
ENSG00000268872,NA
ENSG00000268873,0.2
ENSG00000268874,NA
ENSG00000268876,NA
ENSG00000268879,-0.1
ENSG00000268880,NA
ENSG00000268881,NA
ENSG00000268882,NA
ENSG00000268883,NA
ENSG00000268884,-0.1
ENSG00000268885,0
ENSG00000268886,NA
ENSG00000268889,NA
ENSG00000268890,NA
ENSG00000268891,0.4
ENSG00000268892,NA
ENSG00000268893,NA
ENSG00000268894,3.2
ENSG00000268895,0.8
ENSG00000268896,0.3
ENSG00000268897,NA
ENSG00000268898,NA
ENSG00000268899,NA
ENSG00000268902,NA
ENSG00000268903,-0.5
ENSG00000268904,NA
ENSG00000268905,NA
ENSG00000268906,NA
ENSG00000268908,NA
ENSG00000268910,NA
ENSG00000268911,NA
ENSG00000268912,-0.5
ENSG00000268913,9.7
ENSG00000268914,NA
ENSG00000268915,NA
ENSG00000268916,NA
ENSG00000268917,NA
ENSG00000268918,NA
ENSG00000268919,NA
ENSG00000268920,NA
ENSG00000268921,NA
ENSG00000268922,NA
ENSG00000268923,NA
ENSG00000268924,NA
ENSG00000268925,-0.1
ENSG00000268926,-0.1
ENSG00000268927,0.6
ENSG00000268928,NA
ENSG00000268931,-0.1
ENSG00000268933,NA
ENSG00000268934,NA
ENSG00000268935,NA
ENSG00000268936,NA
ENSG00000268937,NA
ENSG00000268938,-0.3
ENSG00000268939,NA
ENSG00000268940,NA
ENSG00000268941,-0.1
ENSG00000268942,-0.3
ENSG00000268943,NA
ENSG00000268944,NA
ENSG00000268945,-0.1
ENSG00000268946,NA
ENSG00000268947,-0.5
ENSG00000268948,-0.4
ENSG00000268949,-0.1
ENSG00000268950,0.5
ENSG00000268951,-0.7
ENSG00000268952,NA
ENSG00000268953,0
ENSG00000268954,NA
ENSG00000268955,-0.1
ENSG00000268956,NA
ENSG00000268957,NA
ENSG00000268958,NA
ENSG00000268960,NA
ENSG00000268961,NA
ENSG00000268962,NA
ENSG00000268963,NA
ENSG00000268964,-0.1
ENSG00000268965,0
ENSG00000268966,NA
ENSG00000268967,-0.1
ENSG00000268969,NA
ENSG00000268970,0.1
ENSG00000268972,NA
ENSG00000268975,NA
ENSG00000268977,NA
ENSG00000268978,NA
ENSG00000268980,NA
ENSG00000268981,0.1
ENSG00000268982,NA
ENSG00000268983,NA
ENSG00000268985,NA
ENSG00000268986,NA
ENSG00000268987,NA
ENSG00000268988,NA
ENSG00000268989,NA
ENSG00000268990,NA
ENSG00000268991,NA
ENSG00000268992,NA
ENSG00000268993,NA
ENSG00000268994,NA
ENSG00000268995,0.1
ENSG00000268996,-0.4
ENSG00000268997,NA
ENSG00000268998,NA
ENSG00000268999,NA
ENSG00000269000,NA
ENSG00000269001,0
ENSG00000269002,NA
ENSG00000269003,NA
ENSG00000269004,NA
ENSG00000269007,NA
ENSG00000269009,NA
ENSG00000269010,NA
ENSG00000269011,0
ENSG00000269012,NA
ENSG00000269013,NA
ENSG00000269014,0
ENSG00000269016,NA
ENSG00000269017,NA
ENSG00000269018,-0.1
ENSG00000269019,-0.6
ENSG00000269020,NA
ENSG00000269021,NA
ENSG00000269023,NA
ENSG00000269024,NA
ENSG00000269025,NA
ENSG00000269026,NA
ENSG00000269027,NA
ENSG00000269028,0.1
ENSG00000269029,NA
ENSG00000269030,NA
ENSG00000269031,NA
ENSG00000269032,NA
ENSG00000269033,NA
ENSG00000269034,NA
ENSG00000269035,NA
ENSG00000269036,NA
ENSG00000269037,-0.1
ENSG00000269038,-0.1
ENSG00000269039,NA
ENSG00000269040,NA
ENSG00000269041,NA
ENSG00000269042,NA
ENSG00000269043,NA
ENSG00000269044,0.5
ENSG00000269045,NA
ENSG00000269047,NA
ENSG00000269048,1.1
ENSG00000269049,NA
ENSG00000269050,NA
ENSG00000269051,-0.2
ENSG00000269052,NA
ENSG00000269053,NA
ENSG00000269054,0
ENSG00000269055,NA
ENSG00000269056,NA
ENSG00000269057,NA
ENSG00000269058,NA
ENSG00000269059,NA
ENSG00000269060,NA
ENSG00000269062,NA
ENSG00000269063,NA
ENSG00000269064,NA
ENSG00000269065,NA
ENSG00000269066,0.1
ENSG00000269067,-0.1
ENSG00000269068,-0.2
ENSG00000269069,-0.9
ENSG00000269070,NA
ENSG00000269071,NA
ENSG00000269072,NA
ENSG00000269074,NA
ENSG00000269075,NA
ENSG00000269076,NA
ENSG00000269079,NA
ENSG00000269080,NA
ENSG00000269081,NA
ENSG00000269082,-0.1
ENSG00000269083,NA
ENSG00000269084,NA
ENSG00000269085,NA
ENSG00000269086,NA
ENSG00000269087,NA
ENSG00000269088,NA
ENSG00000269089,-0.1
ENSG00000269090,NA
ENSG00000269091,-0.3
ENSG00000269092,NA
ENSG00000269093,NA
ENSG00000269094,NA
ENSG00000269095,NA
ENSG00000269096,NA
ENSG00000269097,NA
ENSG00000269098,NA
ENSG00000269099,NA
ENSG00000269100,NA
ENSG00000269101,NA
ENSG00000269102,-0.4
ENSG00000269103,-0.1
ENSG00000269104,-0.1
ENSG00000269105,NA
ENSG00000269106,NA
ENSG00000269107,NA
ENSG00000269108,NA
ENSG00000269109,NA
ENSG00000269110,0.2
ENSG00000269111,NA
ENSG00000269113,0.5
ENSG00000269114,NA
ENSG00000269115,NA
ENSG00000269117,NA
ENSG00000269118,0.2
ENSG00000269119,0.1
ENSG00000269120,0.1
ENSG00000269121,NA
ENSG00000269122,NA
ENSG00000269123,NA
ENSG00000269124,1.1
ENSG00000269125,-0.1
ENSG00000269126,NA
ENSG00000269128,NA
ENSG00000269130,NA
ENSG00000269131,-0.7
ENSG00000269132,NA
ENSG00000269133,NA
ENSG00000269135,NA
ENSG00000269136,0.1
ENSG00000269137,NA
ENSG00000269138,NA
ENSG00000269139,-0.1
ENSG00000269141,NA
ENSG00000269142,NA
ENSG00000269143,NA
ENSG00000269144,NA
ENSG00000269145,NA
ENSG00000269147,-0.1
ENSG00000269148,-0.1
ENSG00000269149,NA
ENSG00000269151,NA
ENSG00000269152,NA
ENSG00000269153,0.1
ENSG00000269154,NA
ENSG00000269155,NA
ENSG00000269156,NA
ENSG00000269158,NA
ENSG00000269159,NA
ENSG00000269160,NA
ENSG00000269161,-0.8
ENSG00000269162,NA
ENSG00000269163,NA
ENSG00000269164,NA
ENSG00000269165,-1.2
ENSG00000269166,NA
ENSG00000269167,NA
ENSG00000269168,NA
ENSG00000269169,NA
ENSG00000269172,NA
ENSG00000269173,NA
ENSG00000269174,NA
ENSG00000269175,-0.1
ENSG00000269176,-0.4
ENSG00000269177,NA
ENSG00000269179,NA
ENSG00000269180,NA
ENSG00000269181,NA
ENSG00000269182,NA
ENSG00000269183,NA
ENSG00000269184,NA
ENSG00000269185,NA
ENSG00000269186,-0.2
ENSG00000269187,NA
ENSG00000269188,NA
ENSG00000269189,NA
ENSG00000269190,-0.6
ENSG00000269191,0.2
ENSG00000269194,NA
ENSG00000269195,NA
ENSG00000269197,NA
ENSG00000269198,NA
ENSG00000269199,NA
ENSG00000269202,0.2
ENSG00000269203,NA
ENSG00000269204,NA
ENSG00000269205,NA
ENSG00000269207,NA
ENSG00000269210,0.3
ENSG00000269211,NA
ENSG00000269212,NA
ENSG00000269213,NA
ENSG00000269214,NA
ENSG00000269215,NA
ENSG00000269216,NA
ENSG00000269218,NA
ENSG00000269219,NA
ENSG00000269220,0.2
ENSG00000269223,NA
ENSG00000269224,NA
ENSG00000269225,0
ENSG00000269226,NA
ENSG00000269227,-0.3
ENSG00000269228,NA
ENSG00000269229,NA
ENSG00000269230,NA
ENSG00000269231,NA
ENSG00000269233,NA
ENSG00000269234,NA
ENSG00000269235,0
ENSG00000269236,0
ENSG00000269237,NA
ENSG00000269239,NA
ENSG00000269240,NA
ENSG00000269241,NA
ENSG00000269242,NA
ENSG00000269243,-0.4
ENSG00000269244,NA
ENSG00000269245,NA
ENSG00000269246,-0.1
ENSG00000269247,NA
ENSG00000269249,NA
ENSG00000269250,NA
ENSG00000269251,NA
ENSG00000269252,NA
ENSG00000269253,NA
ENSG00000269254,NA
ENSG00000269256,-0.1
ENSG00000269257,NA
ENSG00000269258,NA
ENSG00000269259,NA
ENSG00000269260,NA
ENSG00000269261,NA
ENSG00000269262,NA
ENSG00000269263,NA
ENSG00000269264,NA
ENSG00000269265,NA
ENSG00000269266,NA
ENSG00000269267,NA
ENSG00000269268,NA
ENSG00000269269,NA
ENSG00000269271,NA
ENSG00000269274,-0.1
ENSG00000269275,0.1
ENSG00000269277,NA
ENSG00000269278,NA
ENSG00000269279,NA
ENSG00000269280,NA
ENSG00000269281,NA
ENSG00000269282,NA
ENSG00000269283,NA
ENSG00000269284,NA
ENSG00000269285,NA
ENSG00000269286,NA
ENSG00000269287,NA
ENSG00000269288,NA
ENSG00000269289,4.6
ENSG00000269290,0.3
ENSG00000269291,-0.1
ENSG00000269292,NA
ENSG00000269293,2.1
ENSG00000269295,NA
ENSG00000269296,0.2
ENSG00000269297,NA
ENSG00000269299,NA
ENSG00000269300,0.3
ENSG00000269301,NA
ENSG00000269302,-0.1
ENSG00000269303,NA
ENSG00000269304,0
ENSG00000269305,0
ENSG00000269306,NA
ENSG00000269307,NA
